id,saleprice,lot_area,garage_area,gr_liv_area,overall_qual,total_bsmt_sf,age,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,not_remodeled,no_pool,no_fireplace
1599,152500,17979,257.0,1160,5,1113.0,40,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1508,99000,9520,286.0,930,4,911.0,55,0,0,0,0,0,1,0,0,0,0,0,1,1,1
615,82500,5330,0.0,708,4,420.0,69,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1815,179200,8012,529.0,1575,6,1575.0,15,0,0,0,1,0,1,0,0,0,0,0,1,1,1
2712,142500,9000,286.0,1059,5,1059.0,40,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2051,115400,14299,440.0,1005,4,1005.0,43,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1863,226000,7050,650.0,1929,7,1057.0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2510,144152,3180,480.0,1200,7,600.0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1069,370000,16451,795.0,2690,8,1765.0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0
336,149900,12887,495.0,833,5,833.0,26,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2417,172785,15578,429.0,1456,6,728.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1962,129000,7200,720.0,864,5,864.0,57,0,0,0,0,0,1,0,0,0,0,0,0,1,1
372,181000,17043,435.0,1586,6,1362.0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2578,148000,10000,300.0,1370,5,1058.0,50,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2824,117250,8050,0.0,914,6,914.0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1
471,192500,3182,430.0,1555,7,1373.0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1544,151000,1950,452.0,1556,6,716.0,28,0,0,1,0,0,0,0,0,1,0,0,1,1,0
2141,112500,7700,461.0,882,5,882.0,35,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2008,144000,8731,495.0,1167,5,915.0,87,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1075,370967,8232,944.0,1800,9,1800.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
34,149900,2280,440.0,1456,6,855.0,35,0,0,1,0,0,0,0,0,1,0,0,1,1,0
847,195000,8935,493.0,1660,7,831.0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1629,163900,9125,392.0,1482,7,384.0,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2073,182000,11075,552.0,1522,6,1190.0,23,0,0,0,0,0,1,0,0,0,0,0,1,1,0
960,410000,13438,780.0,2036,9,2190.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
955,152000,11070,672.0,1595,5,1582.0,18,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2476,184000,7800,462.0,1686,7,891.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1590,206300,7060,784.0,1344,7,1344.0,11,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2913,146500,11836,928.0,1652,5,1652.0,36,0,1,0,0,0,1,0,0,0,0,0,1,1,1
149,108000,8382,263.0,1337,4,832.0,54,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2525,170000,10192,487.0,1920,7,570.0,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1470,145000,4426,420.0,848,6,848.0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,1
412,123000,2280,440.0,1055,7,1057.0,34,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1399,173000,2887,431.0,1291,6,1291.0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0
183,105900,8520,484.0,720,6,624.0,82,0,0,0,0,0,1,0,0,0,0,0,0,1,1
974,91000,1596,297.0,988,4,462.0,36,0,0,1,0,0,0,0,0,0,0,1,1,1,1
930,158000,15600,295.0,1523,5,1067.0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0
881,190000,9313,572.0,1728,7,864.0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1180,217500,11064,477.0,1239,8,1230.0,13,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1553,165500,9000,356.0,1955,5,1151.0,50,0,0,0,0,0,0,0,0,0,0,0,1,1,1
928,174500,12000,234.0,1564,7,704.0,68,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1512,100000,7692,312.0,1204,4,416.0,54,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3,172000,14267,312.0,1329,6,1329.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2140,120000,9675,440.0,879,5,864.0,32,0,0,0,0,0,1,0,0,0,0,0,1,1,1
553,82000,8400,294.0,841,4,721.0,59,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2594,127000,7500,649.0,1312,6,784.0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1314,129500,9600,396.0,2058,6,735.0,91,0,0,0,0,0,0,0,1,0,0,0,0,1,0
366,187500,5814,565.0,1360,8,1220.0,25,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1462,300000,14860,715.0,1786,8,1778.0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2541,190000,14803,495.0,1993,6,825.0,35,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2088,96000,7550,280.0,1362,4,951.0,87,0,0,0,0,0,0,0,0,0,0,0,1,1,1
527,241000,8125,438.0,1550,7,1092.0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1824,143900,13673,349.0,1696,5,1140.0,45,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2918,87550,1533,286.0,1092,4,546.0,36,0,0,1,0,0,0,0,0,1,0,0,1,1,1
49,319900,7658,576.0,1752,9,1752.0,5,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2332,356383,12292,675.0,2473,9,1094.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
826,239000,11923,702.0,1800,9,1800.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1108,287500,10010,783.0,2197,7,1080.0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2041,128500,12358,660.0,1382,5,720.0,66,0,0,0,0,0,0,0,0,0,0,0,0,1,1
57,185088,8577,433.0,1733,7,847.0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0
520,229800,8640,625.0,1402,7,1402.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2305,124500,10447,288.0,887,5,864.0,23,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2533,142000,9600,504.0,1051,5,1051.0,38,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2852,149000,4899,216.0,1510,6,755.0,86,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1198,135000,9246,506.0,1656,5,1656.0,35,0,1,0,0,0,1,0,0,0,0,0,1,1,1
1681,128000,4928,440.0,958,6,1078.0,31,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1773,430000,12692,546.0,3228,8,3200.0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1825,145000,7476,686.0,1040,5,1040.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2208,139000,5362,552.0,1250,5,661.0,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1646,178000,12090,477.0,1868,6,585.0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1060,460000,12539,1150.0,2790,10,1620.0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
748,214500,11888,441.0,2134,6,844.0,93,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2846,160000,7082,0.0,1928,5,686.0,90,1,0,0,0,0,0,0,0,1,0,0,0,1,1
493,214000,8755,390.0,2060,7,992.0,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0
694,128900,4080,162.0,1378,6,901.0,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2283,168000,32463,1356.0,1622,4,1249.0,46,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1800,310013,12217,880.0,1880,8,955.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1632,170000,3696,461.0,1088,8,1074.0,21,0,0,0,1,0,1,0,0,0,0,0,1,1,1
2624,133700,7560,286.0,1040,5,1040.0,47,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2197,165000,10592,180.0,1502,6,602.0,84,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1045,89500,1680,264.0,987,6,483.0,37,0,0,0,1,0,0,0,0,1,0,0,1,1,1
2549,140000,10382,264.0,1095,6,588.0,48,1,0,0,0,0,0,0,0,0,0,1,1,1,1
2829,134000,2522,380.0,1709,7,970.0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1
2480,248500,9370,462.0,1731,6,836.0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2724,145000,10246,364.0,960,4,648.0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2352,179900,11475,434.0,1552,6,713.0,31,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1783,147000,9986,895.0,1795,8,1795.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
338,136000,10475,576.0,1274,5,624.0,19,0,0,0,0,0,0,0,0,1,0,0,1,1,1
196,128000,6000,576.0,1196,6,572.0,70,0,0,0,0,0,0,0,0,0,0,0,1,1,0
762,88750,4280,220.0,704,4,560.0,63,0,0,0,0,0,1,0,0,0,0,0,0,1,1
151,122500,10895,305.0,972,5,972.0,55,0,0,0,0,0,1,0,0,0,0,0,1,1,1
158,97500,17503,330.0,1458,6,912.0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2572,135000,9723,430.0,1008,6,1008.0,43,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1686,314813,11694,774.0,1828,9,1822.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
943,85000,8470,0.0,1526,3,1013.0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,1
735,134900,6000,624.0,1176,6,698.0,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2741,137000,10519,288.0,1057,5,1057.0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1106,350000,10437,839.0,2113,8,2109.0,13,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2375,145000,7514,300.0,1387,5,943.0,39,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1701,418000,13654,814.0,2758,9,1704.0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2657,64000,5747,250.0,840,3,798.0,86,0,0,0,0,0,1,0,0,0,0,0,1,1,1
907,159434,4500,281.0,1520,5,793.0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1777,260261,11830,852.0,1542,8,1542.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
164,166000,8520,720.0,1385,5,910.0,58,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1973,130000,6760,288.0,936,5,896.0,45,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2857,112000,6191,240.0,1288,5,824.0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1208,155000,8700,525.0,1128,5,1120.0,45,0,0,0,0,0,1,0,0,0,0,0,1,1,1
319,269500,12003,680.0,1968,8,774.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2567,172000,12700,441.0,1246,6,1246.0,42,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2222,219500,13125,240.0,1740,7,800.0,67,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2493,133500,8638,484.0,925,5,925.0,43,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1757,170000,9967,400.0,1430,7,384.0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0
184,150000,9600,288.0,1566,8,930.0,110,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1248,130000,12774,400.0,950,5,984.0,55,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2574,143000,8163,796.0,1144,5,1144.0,47,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1215,140000,9900,451.0,1114,5,1114.0,47,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1614,244000,13651,516.0,2223,7,2223.0,34,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2039,101000,7200,288.0,1111,5,530.0,87,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2669,125000,9750,624.0,960,5,960.0,48,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1005,183000,11184,460.0,1633,6,932.0,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0
753,104000,5520,0.0,2229,6,755.0,97,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1275,112500,6390,280.0,984,6,936.0,54,0,0,0,0,1,0,0,0,0,0,0,1,1,1
2350,207500,10240,612.0,1686,6,1686.0,26,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2762,225000,9316,576.0,1614,7,1614.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2788,119900,7200,297.0,864,5,864.0,34,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2384,293000,12228,874.0,1740,7,1721.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2716,180000,10335,440.0,1721,5,1461.0,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0
313,169900,12328,888.0,1034,6,1012.0,34,0,0,0,0,0,0,0,0,0,0,1,1,1,1
84,112000,8930,539.0,1902,6,0.0,32,0,1,0,0,0,0,0,0,0,0,0,1,1,1
81,152000,9672,480.0,1097,6,1040.0,26,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2389,300000,13975,670.0,2206,9,1090.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
280,107000,7819,672.0,1117,6,1029.0,34,0,0,0,0,0,0,0,0,0,0,1,1,1,0
190,122500,11340,560.0,2290,4,777.0,125,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2371,89000,1680,264.0,948,6,483.0,34,0,0,1,0,0,0,0,0,1,0,0,1,1,1
213,95000,6001,231.0,919,6,600.0,70,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1864,143450,11700,412.0,1152,6,912.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,1
37,376162,12858,751.0,2334,9,1590.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
146,167500,9300,461.0,1264,5,1268.0,50,0,0,0,0,0,1,0,0,0,0,0,1,1,0
809,153337,7018,528.0,1224,5,1086.0,30,0,1,0,0,0,0,0,0,0,1,0,1,1,0
767,103600,6629,300.0,1369,6,672.0,84,0,0,0,0,0,0,0,0,1,0,0,0,1,1
262,128200,10650,308.0,894,5,894.0,34,0,0,0,0,0,1,0,0,0,0,0,1,1,1
101,177500,2117,440.0,1573,6,756.0,10,0,0,1,0,0,0,0,0,1,0,0,1,1,1
48,320000,13650,756.0,2250,8,1671.0,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0
489,190000,8433,394.0,1514,6,794.0,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2369,91500,1680,0.0,1218,6,672.0,35,0,0,1,0,0,0,0,0,1,0,0,1,1,1
707,93000,6000,256.0,1387,5,811.0,55,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1556,40000,8500,250.0,1317,4,649.0,88,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2034,127000,6882,0.0,1355,6,684.0,93,0,0,0,0,0,0,0,0,1,0,0,0,1,1
308,50138,8712,330.0,952,4,756.0,114,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2176,148000,7917,504.0,1113,6,1143.0,31,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1549,120500,6900,924.0,778,5,740.0,68,0,0,0,0,0,1,0,0,0,0,0,0,1,0
909,139500,9900,240.0,1489,6,778.0,69,0,0,0,0,0,0,0,0,0,0,0,1,1,0
892,320000,13286,768.0,1698,9,1698.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2045,219000,12888,498.0,2267,7,1005.0,70,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2927,131000,8885,484.0,902,5,864.0,23,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1732,171925,8857,440.0,1495,6,738.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
998,177900,14137,404.0,1384,5,1348.0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2203,141500,6720,228.0,1436,6,585.0,86,0,0,0,0,0,0,0,0,1,0,0,0,1,0
356,191000,7500,440.0,1636,6,952.0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2475,158000,13072,576.0,1158,6,1158.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2264,248900,10656,870.0,1646,8,1638.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2201,175000,7200,240.0,1768,5,731.0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2545,185900,8800,299.0,1565,6,1187.0,41,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2660,163000,10800,320.0,1768,7,880.0,92,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2882,115000,9000,0.0,1396,5,660.0,55,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1379,157500,13014,484.0,1096,6,1008.0,30,0,0,0,0,0,0,0,0,0,0,1,1,1,0
491,245000,15896,658.0,2312,7,1177.0,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1002,180000,5395,462.0,1337,8,1337.0,15,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1848,148800,5105,480.0,1102,7,551.0,3,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1455,237000,9473,577.0,2031,8,1128.0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0
908,60000,8400,246.0,438,2,290.0,89,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1490,165000,12102,504.0,1033,5,456.0,32,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1465,240000,10905,596.0,2327,7,1129.0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1627,160000,9556,420.0,1187,7,1168.0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2849,128000,6430,440.0,1340,6,780.0,61,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1501,82000,6040,0.0,1152,4,0.0,53,0,1,0,0,0,1,0,0,0,0,0,1,1,1
626,256000,14695,542.0,1567,6,1562.0,43,0,0,0,0,0,1,0,0,0,0,0,0,1,0
722,143000,9000,324.0,1482,7,650.0,89,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2260,231713,8368,433.0,1689,7,1689.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1639,155000,41600,828.0,1424,5,1100.0,38,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1603,128500,6490,264.0,816,5,816.0,25,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1520,168000,7290,312.0,1424,7,1228.0,87,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1665,184000,7472,484.0,1479,7,725.0,35,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2635,124000,7000,0.0,1025,5,1025.0,44,1,0,0,0,0,0,0,0,0,1,0,1,1,1
581,185000,11717,615.0,1442,6,1442.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2435,230500,11194,504.0,1936,8,1406.0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2799,227000,11250,555.0,1939,7,1054.0,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0
883,173500,8633,540.0,1476,6,738.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2537,140000,8400,326.0,898,5,833.0,38,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1120,247000,10037,480.0,1460,8,1460.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
774,149900,8014,504.0,1034,6,456.0,31,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1447,158000,12250,528.0,1174,5,864.0,30,0,0,0,0,0,1,0,0,0,0,0,1,1,1
104,147110,2403,496.0,1080,7,530.0,7,0,0,0,1,0,0,0,0,1,0,0,1,1,1
2694,119500,8600,198.0,1376,6,780.0,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
920,205000,13680,440.0,1567,5,840.0,69,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1951,148000,10800,0.0,1534,5,736.0,112,0,0,0,0,0,0,0,0,1,0,0,1,1,1
9,236500,5389,608.0,1616,8,1595.0,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2848,137000,10890,240.0,1551,5,1058.0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1
614,122000,9768,330.0,960,5,960.0,54,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1736,176485,8993,436.0,1302,7,1302.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2686,109000,11672,210.0,816,5,816.0,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2257,330000,9763,286.0,1502,7,1502.0,9,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1284,143000,9836,308.0,1133,6,192.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1765,410000,10557,806.0,3078,9,1408.0,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1811,201000,8462,471.0,1721,6,928.0,13,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2603,80000,10818,648.0,1760,4,1077.0,96,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2220,259500,7259,180.0,2320,6,1028.0,62,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2273,279900,11800,452.0,2486,7,1122.0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
163,154000,7500,305.0,1246,5,1246.0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2116,277000,159000,389.0,2144,6,1444.0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2734,128000,6488,215.0,1150,5,799.0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,256300,14230,890.0,1600,8,1566.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2216,188000,7810,231.0,1755,4,930.0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2900,312500,14331,765.0,1800,8,1800.0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0
97,151000,3182,480.0,1200,7,600.0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1680,122500,1920,440.0,1365,5,765.0,36,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1133,188000,10110,542.0,1696,6,835.0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2761,209700,10984,638.0,1809,7,945.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1642,441929,14082,724.0,2234,8,2220.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1141,163000,8480,474.0,1680,6,886.0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2118,187500,12205,444.0,2087,6,832.0,41,0,0,0,0,0,0,0,0,1,0,0,0,1,1
870,220000,15750,521.0,1513,8,1462.0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1875,127000,8050,308.0,1107,5,949.0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,1
155,107500,7200,392.0,827,5,0.0,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1318,128000,6300,0.0,1484,6,742.0,94,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1285,73000,5232,504.0,764,5,680.0,83,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2400,374000,11846,874.0,1792,9,1792.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1068,421250,16900,746.0,2649,8,1479.0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
361,178000,9636,389.0,1593,6,808.0,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1493,137500,10012,588.0,1181,4,1138.0,36,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1110,301500,14303,691.0,1987,8,1986.0,14,0,0,0,0,0,1,0,0,0,0,0,1,1,0
911,105000,5707,180.0,1242,6,583.0,74,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2535,157500,9360,504.0,976,6,976.0,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2030,117000,5680,216.0,1214,5,969.0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2634,105000,7000,336.0,864,5,864.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1530,115000,10480,240.0,1639,6,1064.0,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1
435,360000,11578,834.0,1736,9,1736.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
812,118858,7018,400.0,1535,5,0.0,30,0,1,0,0,0,1,0,0,0,0,0,1,1,1
1202,173000,9130,484.0,1632,6,800.0,42,0,0,0,0,0,0,0,0,1,0,0,0,1,1
666,78500,10800,320.0,725,3,630.0,119,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1751,183500,8244,440.0,1720,7,840.0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0
705,93000,6000,576.0,936,4,936.0,56,1,0,0,0,0,1,0,0,0,0,0,1,1,1
1744,226500,3621,630.0,1589,8,1406.0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0
357,178000,7837,380.0,1571,6,799.0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2133,226000,10665,558.0,1479,7,1453.0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1
989,173000,10457,898.0,1632,5,784.0,40,0,0,0,0,0,0,0,0,1,0,0,1,1,0
562,62383,8281,360.0,864,5,864.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1054,446261,14948,858.0,2713,9,1452.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2850,160000,7000,312.0,1479,7,624.0,80,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1082,219990,3940,668.0,1576,7,1393.0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1440,191000,9382,577.0,1479,7,1468.0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2006,136500,6854,308.0,1060,5,756.0,82,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2082,80000,11515,308.0,943,4,0.0,49,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2344,229000,13837,786.0,2183,7,1204.0,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1
248,236000,9938,574.0,1949,7,1050.0,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2276,392000,12633,932.0,1824,10,1824.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
755,149000,6876,316.0,1930,6,720.0,82,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1178,345000,3951,846.0,2393,10,970.0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2636,169000,9856,624.0,2014,5,716.0,106,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2077,109900,17808,336.0,1242,4,484.0,61,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2930,188000,9627,650.0,2000,7,996.0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0
737,132500,6000,280.0,1412,6,780.0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0
837,143000,9757,440.0,990,5,990.0,15,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2086,125000,9280,256.0,1342,5,1342.0,56,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2385,415000,14780,1085.0,1868,9,1868.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
189,125500,7740,528.0,1363,4,622.0,100,0,0,0,0,0,0,0,0,1,0,0,1,1,1
